,0,1,2,3,4,5,6,7,8,9,10,11
0,26,2017-01-01 00:26:00,90,2017-01-01 01:30:00,90,2017-01-01 01:30:00,133,2017-01-01 02:13:00,133,2017-01-01 02:13:00,161,2017-01-01 02:41:00
1,161,2017-01-01 02:41:00,225,2017-01-01 03:45:00,225,2017-01-01 03:45:00,265,2017-01-01 04:25:00,265,2017-01-01 04:25:00,291,2017-01-01 04:51:00
2,291,2017-01-01 04:51:00,355,2017-01-01 05:55:00,355,2017-01-01 05:55:00,396,2017-01-01 06:36:00,396,2017-01-01 06:36:00,441,2017-01-01 07:21:00
3,441,2017-01-01 07:21:00,505,2017-01-01 08:25:00,505,2017-01-01 08:25:00,595,2017-01-01 09:55:00,595,2017-01-01 09:55:00,671,2017-01-01 11:11:00
4,671,2017-01-01 11:11:00,733,2017-01-01 12:13:00,733,2017-01-01 12:13:00,774,2017-01-01 12:54:00,774,2017-01-01 12:54:00,811,2017-01-01 13:31:00
5,811,2017-01-01 13:31:00,872,2017-01-01 14:32:00,872,2017-01-01 14:32:00,912,2017-01-01 15:12:00,912,2017-01-01 15:12:00,946,2017-01-01 15:46:00
6,946,2017-01-01 15:46:00,1006,2017-01-01 16:46:00,1006,2017-01-01 16:46:00,1046,2017-01-01 17:26:00,1046,2017-01-01 17:26:00,1091,2017-01-01 18:11:00
7,1091,2017-01-01 18:11:00,1152,2017-01-01 19:12:00,1152,2017-01-01 19:12:00,1192,2017-01-01 19:52:00,1192,2017-01-01 19:52:00,1241,2017-01-01 20:41:00
8,1241,2017-01-01 20:41:00,1304,2017-01-01 21:44:00,1304,2017-01-01 21:44:00,1392,2017-01-01 23:12:00,1392,2017-01-01 23:12:00,1466,2017-01-02 00:26:00
9,1466,2017-01-02 00:26:00,1530,2017-01-02 01:30:00,1530,2017-01-02 01:30:00,1572,2017-01-02 02:12:00,1572,2017-01-02 02:12:00,1601,2017-01-02 02:41:00
10,1601,2017-01-02 02:41:00,1665,2017-01-02 03:45:00,1665,2017-01-02 03:45:00,1707,2017-01-02 04:27:00,1707,2017-01-02 04:27:00,1731,2017-01-02 04:51:00
11,1731,2017-01-02 04:51:00,1793,2017-01-02 05:53:00,1793,2017-01-02 05:53:00,1835,2017-01-02 06:35:00,1835,2017-01-02 06:35:00,1881,2017-01-02 07:21:00
12,1881,2017-01-02 07:21:00,1943,2017-01-02 08:23:00,1943,2017-01-02 08:23:00,2031,2017-01-02 09:51:00,2031,2017-01-02 09:51:00,2111,2017-01-02 11:11:00
13,2111,2017-01-02 11:11:00,2169,2017-01-02 12:09:00,2169,2017-01-02 12:09:00,2209,2017-01-02 12:49:00,2209,2017-01-02 12:49:00,2251,2017-01-02 13:31:00
14,2251,2017-01-02 13:31:00,2313,2017-01-02 14:33:00,2313,2017-01-02 14:33:00,2354,2017-01-02 15:14:00,2354,2017-01-02 15:14:00,2386,2017-01-02 15:46:00
15,2386,2017-01-02 15:46:00,2448,2017-01-02 16:48:00,2448,2017-01-02 16:48:00,2490,2017-01-02 17:30:00,2490,2017-01-02 17:30:00,2531,2017-01-02 18:11:00
16,2531,2017-01-02 18:11:00,2596,2017-01-02 19:16:00,2596,2017-01-02 19:16:00,2638,2017-01-02 19:58:00,2638,2017-01-02 19:58:00,2681,2017-01-02 20:41:00
17,2681,2017-01-02 20:41:00,2745,2017-01-02 21:45:00,2745,2017-01-02 21:45:00,2834,2017-01-02 23:14:00,2834,2017-01-02 23:14:00,2906,2017-01-03 00:26:00
18,2906,2017-01-03 00:26:00,2970,2017-01-03 01:30:00,2970,2017-01-03 01:30:00,3013,2017-01-03 02:13:00,3013,2017-01-03 02:13:00,3041,2017-01-03 02:41:00
19,3041,2017-01-03 02:41:00,3105,2017-01-03 03:45:00,3105,2017-01-03 03:45:00,3147,2017-01-03 04:27:00,3147,2017-01-03 04:27:00,3171,2017-01-03 04:51:00
20,3171,2017-01-03 04:51:00,3235,2017-01-03 05:55:00,3235,2017-01-03 05:55:00,3278,2017-01-03 06:38:00,3278,2017-01-03 06:38:00,3321,2017-01-03 07:21:00
21,3321,2017-01-03 07:21:00,3385,2017-01-03 08:25:00,3385,2017-01-03 08:25:00,3474,2017-01-03 09:54:00,3474,2017-01-03 09:54:00,3551,2017-01-03 11:11:00
22,3551,2017-01-03 11:11:00,3615,2017-01-03 12:15:00,3615,2017-01-03 12:15:00,3658,2017-01-03 12:58:00,3658,2017-01-03 12:58:00,3691,2017-01-03 13:31:00
23,3691,2017-01-03 13:31:00,3755,2017-01-03 14:35:00,3755,2017-01-03 14:35:00,3798,2017-01-03 15:18:00,3798,2017-01-03 15:18:00,3826,2017-01-03 15:46:00
24,3826,2017-01-03 15:46:00,3890,2017-01-03 16:50:00,3890,2017-01-03 16:50:00,3933,2017-01-03 17:33:00,3933,2017-01-03 17:33:00,3971,2017-01-03 18:11:00
25,3971,2017-01-03 18:11:00,4035,2017-01-03 19:15:00,4035,2017-01-03 19:15:00,4078,2017-01-03 19:58:00,4078,2017-01-03 19:58:00,4121,2017-01-03 20:41:00
26,4121,2017-01-03 20:41:00,4185,2017-01-03 21:45:00,4185,2017-01-03 21:45:00,4274,2017-01-03 23:14:00,4274,2017-01-03 23:14:00,4346,2017-01-04 00:26:00
27,4346,2017-01-04 00:26:00,4410,2017-01-04 01:30:00,4410,2017-01-04 01:30:00,4453,2017-01-04 02:13:00,4453,2017-01-04 02:13:00,4481,2017-01-04 02:41:00
28,4481,2017-01-04 02:41:00,4545,2017-01-04 03:45:00,4545,2017-01-04 03:45:00,4588,2017-01-04 04:28:00,4588,2017-01-04 04:28:00,4611,2017-01-04 04:51:00
29,4611,2017-01-04 04:51:00,4675,2017-01-04 05:55:00,4675,2017-01-04 05:55:00,4717,2017-01-04 06:37:00,4717,2017-01-04 06:37:00,4761,2017-01-04 07:21:00
30,4761,2017-01-04 07:21:00,4825,2017-01-04 08:25:00,4825,2017-01-04 08:25:00,4914,2017-01-04 09:54:00,4914,2017-01-04 09:54:00,4991,2017-01-04 11:11:00
31,4991,2017-01-04 11:11:00,5055,2017-01-04 12:15:00,5055,2017-01-04 12:15:00,5098,2017-01-04 12:58:00,5098,2017-01-04 12:58:00,5131,2017-01-04 13:31:00
