,0,1,2,3,4,5,6,7,8,9,10,11
0,27,2018-01-01 00:27:00,91,2018-01-01 01:31:00,91,2018-01-01 01:31:00,125,2018-01-01 02:05:00,125,2018-01-01 02:05:00,162,2018-01-01 02:42:00
1,162,2018-01-01 02:42:00,226,2018-01-01 03:46:00,226,2018-01-01 03:46:00,260,2018-01-01 04:20:00,260,2018-01-01 04:20:00,292,2018-01-01 04:52:00
2,292,2018-01-01 04:52:00,356,2018-01-01 05:56:00,356,2018-01-01 05:56:00,390,2018-01-01 06:30:00,390,2018-01-01 06:30:00,442,2018-01-01 07:22:00
3,442,2018-01-01 07:22:00,506,2018-01-01 08:26:00,506,2018-01-01 08:26:00,595,2018-01-01 09:55:00,595,2018-01-01 09:55:00,672,2018-01-01 11:12:00
4,672,2018-01-01 11:12:00,736,2018-01-01 12:16:00,736,2018-01-01 12:16:00,770,2018-01-01 12:50:00,770,2018-01-01 12:50:00,812,2018-01-01 13:32:00
5,812,2018-01-01 13:32:00,876,2018-01-01 14:36:00,876,2018-01-01 14:36:00,910,2018-01-01 15:10:00,910,2018-01-01 15:10:00,947,2018-01-01 15:47:00
6,947,2018-01-01 15:47:00,1011,2018-01-01 16:51:00,1011,2018-01-01 16:51:00,1045,2018-01-01 17:25:00,1045,2018-01-01 17:25:00,1092,2018-01-01 18:12:00
7,1092,2018-01-01 18:12:00,1156,2018-01-01 19:16:00,1156,2018-01-01 19:16:00,1190,2018-01-01 19:50:00,1190,2018-01-01 19:50:00,1242,2018-01-01 20:42:00
8,1242,2018-01-01 20:42:00,1306,2018-01-01 21:46:00,1306,2018-01-01 21:46:00,1395,2018-01-01 23:15:00,1395,2018-01-01 23:15:00,1467,2018-01-02 00:27:00
9,1467,2018-01-02 00:27:00,1531,2018-01-02 01:31:00,1531,2018-01-02 01:31:00,1565,2018-01-02 02:05:00,1565,2018-01-02 02:05:00,1602,2018-01-02 02:42:00
10,1602,2018-01-02 02:42:00,1666,2018-01-02 03:46:00,1666,2018-01-02 03:46:00,1700,2018-01-02 04:20:00,1700,2018-01-02 04:20:00,1732,2018-01-02 04:52:00
11,1732,2018-01-02 04:52:00,1796,2018-01-02 05:56:00,1796,2018-01-02 05:56:00,1830,2018-01-02 06:30:00,1830,2018-01-02 06:30:00,1882,2018-01-02 07:22:00
12,1882,2018-01-02 07:22:00,1946,2018-01-02 08:26:00,1946,2018-01-02 08:26:00,2035,2018-01-02 09:55:00,2035,2018-01-02 09:55:00,2112,2018-01-02 11:12:00
13,2112,2018-01-02 11:12:00,2176,2018-01-02 12:16:00,2176,2018-01-02 12:16:00,2210,2018-01-02 12:50:00,2210,2018-01-02 12:50:00,2252,2018-01-02 13:32:00
14,2252,2018-01-02 13:32:00,2316,2018-01-02 14:36:00,2316,2018-01-02 14:36:00,2350,2018-01-02 15:10:00,2350,2018-01-02 15:10:00,2387,2018-01-02 15:47:00
15,2387,2018-01-02 15:47:00,2451,2018-01-02 16:51:00,2451,2018-01-02 16:51:00,2485,2018-01-02 17:25:00,2485,2018-01-02 17:25:00,2532,2018-01-02 18:12:00
16,2532,2018-01-02 18:12:00,2596,2018-01-02 19:16:00,2596,2018-01-02 19:16:00,2630,2018-01-02 19:50:00,2630,2018-01-02 19:50:00,2682,2018-01-02 20:42:00
17,2682,2018-01-02 20:42:00,2746,2018-01-02 21:46:00,2746,2018-01-02 21:46:00,2835,2018-01-02 23:15:00,2835,2018-01-02 23:15:00,2907,2018-01-03 00:27:00
18,2907,2018-01-03 00:27:00,2971,2018-01-03 01:31:00,2971,2018-01-03 01:31:00,3005,2018-01-03 02:05:00,3005,2018-01-03 02:05:00,3042,2018-01-03 02:42:00
19,3042,2018-01-03 02:42:00,3106,2018-01-03 03:46:00,3106,2018-01-03 03:46:00,3140,2018-01-03 04:20:00,3140,2018-01-03 04:20:00,3172,2018-01-03 04:52:00
20,3172,2018-01-03 04:52:00,3236,2018-01-03 05:56:00,3236,2018-01-03 05:56:00,3270,2018-01-03 06:30:00,3270,2018-01-03 06:30:00,3322,2018-01-03 07:22:00
21,3322,2018-01-03 07:22:00,3386,2018-01-03 08:26:00,3386,2018-01-03 08:26:00,3475,2018-01-03 09:55:00,3475,2018-01-03 09:55:00,3552,2018-01-03 11:12:00
22,3552,2018-01-03 11:12:00,3616,2018-01-03 12:16:00,3616,2018-01-03 12:16:00,3650,2018-01-03 12:50:00,3650,2018-01-03 12:50:00,3692,2018-01-03 13:32:00
23,3692,2018-01-03 13:32:00,3756,2018-01-03 14:36:00,3756,2018-01-03 14:36:00,3790,2018-01-03 15:10:00,3790,2018-01-03 15:10:00,3827,2018-01-03 15:47:00
24,3827,2018-01-03 15:47:00,3891,2018-01-03 16:51:00,3891,2018-01-03 16:51:00,3925,2018-01-03 17:25:00,3925,2018-01-03 17:25:00,3972,2018-01-03 18:12:00
25,3972,2018-01-03 18:12:00,4035,2018-01-03 19:15:00,4035,2018-01-03 19:15:00,4068,2018-01-03 19:48:00,4068,2018-01-03 19:48:00,4122,2018-01-03 20:42:00
26,4122,2018-01-03 20:42:00,4184,2018-01-03 21:44:00,4184,2018-01-03 21:44:00,4272,2018-01-03 23:12:00,4272,2018-01-03 23:12:00,4347,2018-01-04 00:27:00
27,4347,2018-01-04 00:27:00,4404,2018-01-04 01:24:00,4404,2018-01-04 01:24:00,4433,2018-01-04 01:53:00,4433,2018-01-04 01:53:00,4482,2018-01-04 02:42:00
28,4482,2018-01-04 02:42:00,4546,2018-01-04 03:46:00,4546,2018-01-04 03:46:00,4580,2018-01-04 04:20:00,4580,2018-01-04 04:20:00,4612,2018-01-04 04:52:00
29,4612,2018-01-04 04:52:00,4676,2018-01-04 05:56:00,4676,2018-01-04 05:56:00,4710,2018-01-04 06:30:00,4710,2018-01-04 06:30:00,4762,2018-01-04 07:22:00
30,4762,2018-01-04 07:22:00,4826,2018-01-04 08:26:00,4826,2018-01-04 08:26:00,4915,2018-01-04 09:55:00,4915,2018-01-04 09:55:00,4992,2018-01-04 11:12:00
31,4992,2018-01-04 11:12:00,5056,2018-01-04 12:16:00,5056,2018-01-04 12:16:00,5090,2018-01-04 12:50:00,5090,2018-01-04 12:50:00,5132,2018-01-04 13:32:00
32,5132,2018-01-04 13:32:00,5196,2018-01-04 14:36:00,5196,2018-01-04 14:36:00,5230,2018-01-04 15:10:00,5230,2018-01-04 15:10:00,5267,2018-01-04 15:47:00
33,5267,2018-01-04 15:47:00,5331,2018-01-04 16:51:00,5331,2018-01-04 16:51:00,5365,2018-01-04 17:25:00,5365,2018-01-04 17:25:00,5412,2018-01-04 18:12:00
34,5412,2018-01-04 18:12:00,5476,2018-01-04 19:16:00,5476,2018-01-04 19:16:00,5510,2018-01-04 19:50:00,5510,2018-01-04 19:50:00,5562,2018-01-04 20:42:00
35,5562,2018-01-04 20:42:00,5626,2018-01-04 21:46:00,5626,2018-01-04 21:46:00,5715,2018-01-04 23:15:00,5715,2018-01-04 23:15:00,5787,2018-01-05 00:27:00
36,5787,2018-01-05 00:27:00,5851,2018-01-05 01:31:00,5851,2018-01-05 01:31:00,5885,2018-01-05 02:05:00,5885,2018-01-05 02:05:00,5922,2018-01-05 02:42:00
37,5922,2018-01-05 02:42:00,5986,2018-01-05 03:46:00,5986,2018-01-05 03:46:00,6020,2018-01-05 04:20:00,6020,2018-01-05 04:20:00,6052,2018-01-05 04:52:00
38,6052,2018-01-05 04:52:00,6116,2018-01-05 05:56:00,6116,2018-01-05 05:56:00,6150,2018-01-05 06:30:00,6150,2018-01-05 06:30:00,6202,2018-01-05 07:22:00
39,6852,2018-01-05 18:12:00,6916,2018-01-05 19:16:00,6916,2018-01-05 19:16:00,6950,2018-01-05 19:50:00,6950,2018-01-05 19:50:00,7002,2018-01-05 20:42:00
40,7002,2018-01-05 20:42:00,7066,2018-01-05 21:46:00,7066,2018-01-05 21:46:00,7155,2018-01-05 23:15:00,7155,2018-01-05 23:15:00,7227,2018-01-06 00:27:00
41,7227,2018-01-06 00:27:00,7291,2018-01-06 01:31:00,7291,2018-01-06 01:31:00,7325,2018-01-06 02:05:00,7325,2018-01-06 02:05:00,7362,2018-01-06 02:42:00
42,7362,2018-01-06 02:42:00,7426,2018-01-06 03:46:00,7426,2018-01-06 03:46:00,7460,2018-01-06 04:20:00,7460,2018-01-06 04:20:00,7492,2018-01-06 04:52:00
43,7492,2018-01-06 04:52:00,7556,2018-01-06 05:56:00,7556,2018-01-06 05:56:00,7590,2018-01-06 06:30:00,7590,2018-01-06 06:30:00,7642,2018-01-06 07:22:00
44,7642,2018-01-06 07:22:00,7706,2018-01-06 08:26:00,7706,2018-01-06 08:26:00,7795,2018-01-06 09:55:00,7795,2018-01-06 09:55:00,7872,2018-01-06 11:12:00
45,7872,2018-01-06 11:12:00,7936,2018-01-06 12:16:00,7936,2018-01-06 12:16:00,7970,2018-01-06 12:50:00,7970,2018-01-06 12:50:00,8012,2018-01-06 13:32:00
46,8012,2018-01-06 13:32:00,8076,2018-01-06 14:36:00,8076,2018-01-06 14:36:00,8110,2018-01-06 15:10:00,8110,2018-01-06 15:10:00,8147,2018-01-06 15:47:00
47,8147,2018-01-06 15:47:00,8211,2018-01-06 16:51:00,8211,2018-01-06 16:51:00,8245,2018-01-06 17:25:00,8245,2018-01-06 17:25:00,8292,2018-01-06 18:12:00
48,8292,2018-01-06 18:12:00,8356,2018-01-06 19:16:00,8356,2018-01-06 19:16:00,8390,2018-01-06 19:50:00,8390,2018-01-06 19:50:00,8442,2018-01-06 20:42:00
49,8442,2018-01-06 20:42:00,8507,2018-01-06 21:47:00,8507,2018-01-06 21:47:00,8595,2018-01-06 23:15:00,8595,2018-01-06 23:15:00,8667,2018-01-07 00:27:00
50,8667,2018-01-07 00:27:00,8731,2018-01-07 01:31:00,8731,2018-01-07 01:31:00,8765,2018-01-07 02:05:00,8765,2018-01-07 02:05:00,8802,2018-01-07 02:42:00
51,8802,2018-01-07 02:42:00,8866,2018-01-07 03:46:00,8866,2018-01-07 03:46:00,8900,2018-01-07 04:20:00,8900,2018-01-07 04:20:00,8932,2018-01-07 04:52:00
52,8932,2018-01-07 04:52:00,8996,2018-01-07 05:56:00,8996,2018-01-07 05:56:00,9030,2018-01-07 06:30:00,9030,2018-01-07 06:30:00,9082,2018-01-07 07:22:00
