Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated Bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A
RR1713,Oregon Offshore Shallow Profiler - 500 m E,"CE04OSPD,CE04OSPS",44.37417,-124.95017,2017-07-28T19:06:26.000Z,CTD-001,*0000000000000100,572,RR1713_CTD-001,*0000000000000100,1,*0000000000000100,2017-07-28T19:31:30.000Z,556.058,*0000000000000100,550.836,44.3743,-124.95018,5.4945,*0000000000000100,5.495,*0000000000000100,3.339645,*0000000010000100,3.339875,*0000000010000100,34.1355,34.1377,0.4992,*0000000000000100,7.03144,6.53E-02,*0000000000000101,12.4556,4.4428,*0000000000000101,7.554,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.14,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
RR1713,Oregon Offshore Shallow Profiler - 500 m E,"CE04OSPD,CE04OSPS",44.37417,-124.95017,2017-07-28T19:06:26.000Z,CTD-001,*0000000000000100,572,RR1713_CTD-001,*0000000000000100,4,*0000000000000100,2017-07-28T19:37:02.000Z,405.151,*0000000000000100,401.492,44.37432,-124.95022,6.2909,*0000000000000100,6.2901,*0000000000000100,3.398053,*0000000010000100,3.398187,*0000000010000100,34.0672,34.0695,0.8553,*0000000000000100,6.90473,6.18E-02,*0000000000000101,12.3453,4.567,*0000000000000101,7.581,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.071,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
RR1713,Oregon Offshore Shallow Profiler - 500 m E,"CE04OSPD,CE04OSPS",44.37417,-124.95017,2017-07-28T19:06:26.000Z,CTD-001,*0000000000000100,572,RR1713_CTD-001,*0000000000000100,5,*0000000000000100,2017-07-28T19:41:27.000Z,204.014,*0000000000000100,202.269,44.37432,-124.95022,7.2294,*0000000000000100,7.2298,*0000000000000100,3.465126,*0000000000000100,3.465381,*0000000000000100,33.9753,33.9777,1.3235,*0000000010000100,6.76113,6.71E-02,*0000000010000101,12.3743,4.5339,*0000000000000101,7.636,*0000000000000100,1.89858494,*0000000000000100,*0000000000000100,0.034,0.175,1.16,*0000000000000100,*0000000000000100,2.59,46.12,34.11,0.03,0.07,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
RR1713,Oregon Offshore Shallow Profiler - 500 m E,"CE04OSPD,CE04OSPS",44.37417,-124.95017,2017-07-28T19:06:26.000Z,CTD-001,*0000000000000100,572,RR1713_CTD-001,*0000000000000100,6,*0000000000000100,2017-07-28T19:41:48.000Z,204.141,*0000000000000100,202.395,44.37432,-124.9502,7.2299,*0000000000000100,7.2302,*0000000000000100,3.465166,*0000000010000100,3.46542,*0000000010000100,33.9753,33.9777,1.325,*0000000010000100,6.76106,6.54E-02,*0000000000000101,12.3744,4.5339,*0000000000000101,7.637,*0000000000000100,1.76940771,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.98,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
RR1713,Oregon Offshore Shallow Profiler - 500 m E,"CE04OSPD,CE04OSPS",44.37417,-124.95017,2017-07-28T19:06:26.000Z,CTD-001,*0000000000000100,572,RR1713_CTD-001,*0000000000000100,7,*0000000000000100,2017-07-28T19:43:02.000Z,184.303,*0000000000000100,182.736,44.37432,-124.9502,7.353,*0000000000000100,7.3533,*0000000000000100,3.474668,*0000000000000100,3.474925,*0000000000000100,33.9674,33.9699,1.4113,*0000000000000100,6.74243,6.66E-02,*0000000010000101,12.3622,4.5477,*0000000000000101,7.649,*0000000000000100,-9999999,-9999999,-9999999,0.04,0.143,1.21,*0000000000000100,*0000000000000100,2.57,46,33.59,0.02,0.03,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
RR1713,Oregon Offshore Shallow Profiler - 500 m E,"CE04OSPD,CE04OSPS",44.37417,-124.95017,2017-07-28T19:06:26.000Z,CTD-001,*0000000000000100,572,RR1713_CTD-001,*0000000000000100,9,*0000000000000100,2017-07-28T19:44:59.000Z,143.889,*0000000000000100,142.679,44.37432,-124.95022,7.637,*0000000000000100,7.6378,*0000000000000100,3.495622,*0000000000000100,3.495912,*0000000000000100,33.9362,33.9386,1.6332,*0000000000000100,6.70041,9.86E-02,*0000000010000101,12.3627,4.5472,*0000000000000101,7.668,*0000000000000100,-9999999,-9999999,-9999999,0.127,0.156,1.44,*0000000000000100,*0000000000000100,2.43,41.8,31.96,0.03,0.06,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
RR1713,Oregon Offshore Shallow Profiler - 500 m E,"CE04OSPD,CE04OSPS",44.37417,-124.95017,2017-07-28T19:06:26.000Z,CTD-001,*0000000000000100,572,RR1713_CTD-001,*0000000000000100,11,*0000000000000100,2017-07-28T19:46:23.000Z,124.147,*0000000000000100,123.109,44.37432,-124.9502,7.8429,*0000000000000100,7.8434,*0000000000000100,3.509693,*0000000000000100,3.509991,*0000000000000100,33.8968,33.8995,1.9113,*0000000000000100,6.67097,7.52E-02,*0000000010000101,12.3521,4.5592,*0000000000000101,7.71,*0000000000000100,-9999999,-9999999,-9999999,0.089,0.251,1.26,*0000000000000100,*0000000000000100,2.31,37.56,30.33,0.04,0.24,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
RR1713,Oregon Offshore Shallow Profiler - 500 m E,"CE04OSPD,CE04OSPS",44.37417,-124.95017,2017-07-28T19:06:26.000Z,CTD-001,*0000000000000100,572,RR1713_CTD-001,*0000000000000100,13,*0000000000000100,2017-07-28T19:47:32.000Z,103.951,*0000000000000100,103.087,44.3743,-124.9502,8.0083,*0000000000000100,8.0086,*0000000000000100,3.520609,*0000000000000100,3.520888,*0000000000000100,33.8631,33.8658,1.9501,*0000000010000100,6.64759,1.32E-01,*0000000010000101,12.3531,4.558,*0000000000000101,7.725,*0000000000000100,2.573382503,*0000000000000100,*0000000000000100,0.122,0.126,1.48,*0000000000000100,*0000000000000100,2.29,36.64,30.29,0.04,0.19,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
RR1713,Oregon Offshore Shallow Profiler - 500 m E,"CE04OSPD,CE04OSPS",44.37417,-124.95017,2017-07-28T19:06:26.000Z,CTD-001,*0000000000000100,572,RR1713_CTD-001,*0000000000000100,14,*0000000000000100,2017-07-28T19:47:43.000Z,103.871,*0000000000000100,103.008,44.3743,-124.9502,8.0084,*0000000000000100,8.0086,*0000000000000100,3.520613,*0000000000000100,3.520892,*0000000000000100,33.8631,33.8658,1.9469,*0000000010000100,6.64758,1.41E-01,*0000000000000101,12.3549,4.556,*0000000000000101,7.728,*0000000000000100,3.091259886,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
RR1713,Oregon Offshore Shallow Profiler - 500 m E,"CE04OSPD,CE04OSPS",44.37417,-124.95017,2017-07-28T19:06:26.000Z,CTD-001,*0000000000000100,572,RR1713_CTD-001,*0000000000000100,15,*0000000000000100,2017-07-28T19:49:00.000Z,83.867,*0000000000000100,83.174,44.3743,-124.95022,8.4049,*0000000000000100,8.4051,*0000000000000100,3.547212,*0000000000000100,3.547477,*0000000000000100,33.7736,33.7762,2.007,*0000000000000100,6.5925,1.54E-01,*0000000010000101,12.3644,4.5452,*0000000000000101,7.725,*0000000000000100,-9999999,-9999999,-9999999,0.18,0.139,1.56,*0000000000000100,*0000000000000100,2.24,33.39,28.88,0.03,0.08,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
