Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated Bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A
AT42-12,Oregon Offshore Shallow Profiler - 250 m W,"CE04OSPD,CE04OSPS",44.37383,-124.96,2019-06-13T21:38:14.000Z,CTD-005,*0000000000000100,580,AT42-12_CTD-005,*0000000000000100,13,*0000000000000100,2019-06-13T22:07:35.000Z,102.125,*0000000001000100,101.277,44.37388,-124.95972,8.8449,*0000000000000100,8.843,*0000000000000100,3.55434,*0000000010000100,3.437925,*0000000010000100,33.422,33.4236,3.8211,*0000000011000100,6.54305,0.1083,*0000000001000100,0.026,99.3516,*0000000001000100,7.746,*0000000011000100,3.969344,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.585,21.0825,21.6648,0.0383,-0.0001,*0000000000000100,*0000000000000100,33.4305,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,2167.752475,*0000000000000100,*0000000000000100,684.25,26.3,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2252.93,-9999999,-9999999,7.822,31.49,2059.25,77.01,1.762,1.143
AT42-12,Oregon Offshore Shallow Profiler - 250 m W,"CE04OSPD,CE04OSPS",44.37383,-124.96,2019-06-13T21:38:14.000Z,CTD-005,*0000000000000100,580,AT42-12_CTD-005,*0000000000000100,15,*0000000000000100,2019-06-13T22:11:44.000Z,81.438,*0000000001000100,80.766,44.37388,-124.9593,9.226,*0000000000000100,9.2247,*0000000000000100,3.542157,*0000000000000100,3.542259,*0000000000000100,32.9495,32.9517,4.9978,*0000000011000100,6.50789,0.48,*0000000011000100,0.0381,99.0518,*0000000001000100,7.876,*0000000011000100,5.434241,*0000000000000100,*0000000000000100,0.1664,0.1211,1.5837,*0000000000000100,*0000000000000100,1.1623,11.9811,13.6495,0.0632,-0.0001,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2097.988393,*0000000000000100,*0000000000000100,512.27,26.3,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2219.79,-9999999,-9999999,7.934,23.34,1978.85,95.8,2.21,1.434
AT42-12,Oregon Offshore Shallow Profiler - 250 m W,"CE04OSPD,CE04OSPS",44.37383,-124.96,2019-06-13T21:38:14.000Z,CTD-005,*0000000000000100,580,AT42-12_CTD-005,*0000000000000100,17,*0000000000000100,2019-06-13T22:14:29.000Z,61.5,*0000000001000100,60.995,44.3739,-124.95916,9.6784,*0000000000000100,9.6756,*0000000000000100,3.548193,*0000000010000100,3.437925,*0000000010000100,32.6065,32.6082,6.1634,*0000000001000100,6.45766,0.8598,*0000000011000100,0.0621,98.4589,*0000000001000100,8,*0000000011000100,-9999999,-9999999,-9999999,0.3992,0.2409,1.6288,*0000000000000100,*0000000000000100,0.6554,4.7199,3.6368,0.323,0.0021,*0000000000000100,*0000000000000100,32.6056,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,2051.082919,*0000000000000100,*0000000000000100,361.79,26.3,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2227.28,-9999999,-9999999,8.071,16.27,1907,127.81,2.968,1.928
AT42-12,Oregon Offshore Shallow Profiler - 250 m W,"CE04OSPD,CE04OSPS",44.37383,-124.96,2019-06-13T21:38:14.000Z,CTD-005,*0000000000000100,580,AT42-12_CTD-005,*0000000000000100,19,*0000000000000100,2019-06-13T22:17:02.000Z,41.4,*0000000001000100,41.062,44.3739,-124.95908,10.5118,*0000000000000100,10.5056,*0000000000000100,3.60897,*0000000000000100,3.608548,*0000000000000100,32.4804,32.4817,6.7271,*0000000001000100,6.34668,0.3689,*0000000011000100,0.072,98.2165,*0000000001000100,8.071,*0000000011000100,-9999999,-9999999,-9999999,0.2305,0.1075,1.6875,*0000000000000100,*0000000000000100,0.4477,2.4248,0.0313,0.0106,-0.0001,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1999.142668,*0000000000000100,*0000000000000100,324.18,26.3,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2194.08,-9999999,-9999999,8.109,14.19,1846.34,138.61,3.236,2.105
AT42-12,Oregon Offshore Shallow Profiler - 250 m W,"CE04OSPD,CE04OSPS",44.37383,-124.96,2019-06-13T21:38:14.000Z,CTD-005,*0000000000000100,580,AT42-12_CTD-005,*0000000000000100,21,*0000000000000100,2019-06-13T22:19:55.000Z,21.484,*0000000001000100,21.31,44.37392,-124.95886,11.6551,*0000000000000100,11.649,*0000000000000100,3.680249,*0000000010000100,3.437925,*0000000010000100,32.1864,32.1881,6.6153,*0000000001000100,6.20482,0.1624,*0000000011000100,0.08,98.0204,*0000000001000100,8.088,*0000000011000100,-9999999,-9999999,-9999999,0.1434,0.0427,1.7769,*0000000000000100,*0000000000000100,0.4,2.3573,0.002,0.0107,-0.0001,*0000000000000100,*0000000000000100,32.1359,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,1995.784714,*0000000000000100,*0000000000000100,325.61,26.3,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2197.19,-9999999,-9999999,8.11,13.76,1838.66,143.37,3.37,2.196
AT42-12,Oregon Offshore Shallow Profiler - 250 m W,"CE04OSPD,CE04OSPS",44.37383,-124.96,2019-06-13T21:38:14.000Z,CTD-005,*0000000000000100,580,AT42-12_CTD-005,*0000000000000100,22,*0000000000000100,2019-06-13T22:20:10.000Z,21.28,*0000000001000100,21.108,44.37392,-124.95886,11.6921,*0000000000000100,11.6944,*0000000000000100,3.681287,*0000000000000100,3.681147,*0000000000000100,32.1646,32.1612,6.6089,*0000000011000100,6.20082,0.1689,*0000000001000100,0.0854,97.889,*0000000001000100,8.091,*0000000001000100,6.972369,*0000000000000100,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT42-12,Oregon Offshore Shallow Profiler - 250 m W,"CE04OSPD,CE04OSPS",44.37383,-124.96,2019-06-13T21:38:14.000Z,CTD-005,*0000000000000100,580,AT42-12_CTD-005,*0000000000000100,22,*0000000000000100,2019-06-13T22:20:10.000Z,21.28,*0000000001000100,21.108,44.37392,-124.95886,11.6921,*0000000000000100,11.6944,*0000000000000100,3.681287,*0000000000000100,3.681147,*0000000000000100,32.1646,32.1612,6.6089,*0000000011000100,6.20082,0.1689,*0000000001000100,0.0854,97.889,*0000000001000100,8.091,*0000000001000100,6.896498,*0000000000000100,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT42-12,Oregon Offshore Shallow Profiler - 250 m W,"CE04OSPD,CE04OSPS",44.37383,-124.96,2019-06-13T21:38:14.000Z,CTD-005,*0000000000000100,580,AT42-12_CTD-005,*0000000000000100,23,*0000000000000100,2019-06-13T22:21:44.000Z,11.503,*0000000001000100,11.41,44.37392,-124.95878,13.2048,*0000000000000100,13.2031,*0000000000000100,3.750345,*0000000000000100,3.750164,*0000000000000100,31.5443,31.5441,6.374,*0000000001000100,6.0311,0.1739,*0000000011000100,0.1154,97.1572,*0000000001000100,8.122,*0000000011000100,-9999999,-9999999,-9999999,0.2014,0.0568,1.7864,*0000000000000100,*0000000000000100,0.327,2.5787,0.0043,0.0084,-0.0001,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1976.857567,*0000000000000100,*0000000000000100,308.03,26.2,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2195.73,-9999999,-9999999,8.133,12.43,1809.04,155.38,3.684,2.407
AT42-12,Slope Base Shallow Profiler - 250 m W,"RS01SBPD,RS01SBPS",44.529,-125.393,2019-06-14T11:24:21.000Z,CTD-006,*0000000000000100,2900,AT42-12_CTD-006,*0000000000000100,1,*0000000000000100,2019-06-14T11:36:46.000Z,221.805,*0000000001000100,219.896,44.52896,-125.39303,7.5466,*0000000000000100,7.5461,*0000000000000100,3.491891,*0000000010000100,3.437925,*0000000010000100,33.9468,33.9481,2.4477,*0000000001000100,6.71372,0.0004,*0000000001000100,0.0228,99.4312,*0000000001000100,7.669,*0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.0803,38.8913,30.9672,0.0235,-0.0001,*0000000000000100,*0000000000000100,33.9483,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,2272.879606,*0000000000000100,*0000000000000100,834.03,26.3,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2333.02,-9999999,-9999999,7.748,40,2166.56,66.32,1.476,0.957
AT42-12,Slope Base Shallow Profiler - 250 m W,"RS01SBPD,RS01SBPS",44.529,-125.393,2019-06-14T11:24:21.000Z,CTD-006,*0000000000000100,2900,AT42-12_CTD-006,*0000000000000100,2,*0000000000000100,2019-06-14T11:37:07.000Z,221.885,*0000000001000100,219.975,44.52896,-125.39303,7.5424,*0000000000000100,7.5409,*0000000000000100,3.491536,*0000000010000100,3.437925,*0000000010000100,33.947,33.9487,2.4428,*0000000001000100,6.71434,0.0136,*0000000001000100,0.022,99.4524,*0000000001000100,7.669,*0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.9473,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
