,0,1,2,3,4,5,6,7,8,9,10,11
0,9690,2015-01-07 17:30:00,9712,2015-01-07 17:52:00,9712,2015-01-07 17:52:00,9744,2015-01-07 18:24:00,9744,2015-01-07 18:24:00,9747,2015-01-07 18:27:00
1,9747,2015-01-07 18:27:00,9767,2015-01-07 18:47:00,9767,2015-01-07 18:47:00,9798,2015-01-07 19:18:00,9798,2015-01-07 19:18:00,9802,2015-01-07 19:22:00
2,9802,2015-01-07 19:22:00,9821,2015-01-07 19:41:00,9821,2015-01-07 19:41:00,9853,2015-01-07 20:13:00,9853,2015-01-07 20:13:00,9857,2015-01-07 20:17:00
3,9857,2015-01-07 20:17:00,9876,2015-01-07 20:36:00,9876,2015-01-07 20:36:00,9908,2015-01-07 21:08:00,9908,2015-01-07 21:08:00,9912,2015-01-07 21:12:00
4,9912,2015-01-07 21:12:00,9936,2015-01-07 21:36:00,9936,2015-01-07 21:36:00,9968,2015-01-07 22:08:00,9968,2015-01-07 22:08:00,9972,2015-01-07 22:12:00
5,17134,2015-01-12 21:34:00,17149,2015-01-12 21:49:00,17149,2015-01-12 21:49:00,17159,2015-01-12 21:59:00,17159,2015-01-12 21:59:00,17187,2015-01-12 22:27:00
6,17187,2015-01-12 22:27:00,17194,2015-01-12 22:34:00,17194,2015-01-12 22:34:00,17243,2015-01-12 23:23:00,17243,2015-01-12 23:23:00,17295,2015-01-13 00:15:00
7,18496,2015-01-13 20:16:00,18523,2015-01-13 20:43:00,18523,2015-01-13 20:43:00,18637,2015-01-13 22:37:00,18637,2015-01-13 22:37:00,18640,2015-01-13 22:40:00
8,20099,2015-01-14 22:59:00,20152,2015-01-14 23:52:00,20152,2015-01-14 23:52:00,20221,2015-01-15 01:01:00,20221,2015-01-15 01:01:00,20260,2015-01-15 01:40:00
9,20260,2015-01-15 01:40:00,20314,2015-01-15 02:34:00,20314,2015-01-15 02:34:00,20383,2015-01-15 03:43:00,20383,2015-01-15 03:43:00,20422,2015-01-15 04:22:00
10,20422,2015-01-15 04:22:00,20476,2015-01-15 05:16:00,20476,2015-01-15 05:16:00,20545,2015-01-15 06:25:00,20545,2015-01-15 06:25:00,20584,2015-01-15 07:04:00
11,20584,2015-01-15 07:04:00,20638,2015-01-15 07:58:00,20638,2015-01-15 07:58:00,20707,2015-01-15 09:07:00,20707,2015-01-15 09:07:00,20746,2015-01-15 09:46:00
12,20746,2015-01-15 09:46:00,20800,2015-01-15 10:40:00,20800,2015-01-15 10:40:00,20869,2015-01-15 11:49:00,20869,2015-01-15 11:49:00,20908,2015-01-15 12:28:00
13,20908,2015-01-15 12:28:00,20962,2015-01-15 13:22:00,20962,2015-01-15 13:22:00,21031,2015-01-15 14:31:00,21031,2015-01-15 14:31:00,21070,2015-01-15 15:10:00
14,21070,2015-01-15 15:10:00,21125,2015-01-15 16:05:00,21125,2015-01-15 16:05:00,21194,2015-01-15 17:14:00,21194,2015-01-15 17:14:00,21233,2015-01-15 17:53:00
15,21233,2015-01-15 17:53:00,21286,2015-01-15 18:46:00,21286,2015-01-15 18:46:00,21355,2015-01-15 19:55:00,21355,2015-01-15 19:55:00,21394,2015-01-15 20:34:00
16,21555,2015-01-15 23:15:00,21609,2015-01-16 00:09:00,21609,2015-01-16 00:09:00,21678,2015-01-16 01:18:00,21678,2015-01-16 01:18:00,21717,2015-01-16 01:57:00
17,21717,2015-01-16 01:57:00,21771,2015-01-16 02:51:00,21771,2015-01-16 02:51:00,21840,2015-01-16 04:00:00,21840,2015-01-16 04:00:00,21879,2015-01-16 04:39:00
18,21879,2015-01-16 04:39:00,21933,2015-01-16 05:33:00,21933,2015-01-16 05:33:00,22002,2015-01-16 06:42:00,22002,2015-01-16 06:42:00,22041,2015-01-16 07:21:00
19,22041,2015-01-16 07:21:00,22095,2015-01-16 08:15:00,22095,2015-01-16 08:15:00,22164,2015-01-16 09:24:00,22164,2015-01-16 09:24:00,22203,2015-01-16 10:03:00
20,22203,2015-01-16 10:03:00,22257,2015-01-16 10:57:00,22257,2015-01-16 10:57:00,22326,2015-01-16 12:06:00,22326,2015-01-16 12:06:00,22365,2015-01-16 12:45:00
21,22365,2015-01-16 12:45:00,22419,2015-01-16 13:39:00,22419,2015-01-16 13:39:00,22488,2015-01-16 14:48:00,22488,2015-01-16 14:48:00,22527,2015-01-16 15:27:00
22,22527,2015-01-16 15:27:00,22582,2015-01-16 16:22:00,22582,2015-01-16 16:22:00,22651,2015-01-16 17:31:00,22651,2015-01-16 17:31:00,22690,2015-01-16 18:10:00
23,22690,2015-01-16 18:10:00,22744,2015-01-16 19:04:00,22744,2015-01-16 19:04:00,22813,2015-01-16 20:13:00,22813,2015-01-16 20:13:00,22852,2015-01-16 20:52:00
24,22852,2015-01-16 20:52:00,22906,2015-01-16 21:46:00,22906,2015-01-16 21:46:00,22975,2015-01-16 22:55:00,22975,2015-01-16 22:55:00,23014,2015-01-16 23:34:00
25,23014,2015-01-16 23:34:00,23067,2015-01-17 00:27:00,23067,2015-01-17 00:27:00,23136,2015-01-17 01:36:00,23136,2015-01-17 01:36:00,23175,2015-01-17 02:15:00
26,23175,2015-01-17 02:15:00,23229,2015-01-17 03:09:00,23229,2015-01-17 03:09:00,23298,2015-01-17 04:18:00,23298,2015-01-17 04:18:00,23337,2015-01-17 04:57:00
27,23337,2015-01-17 04:57:00,23391,2015-01-17 05:51:00,23391,2015-01-17 05:51:00,23460,2015-01-17 07:00:00,23460,2015-01-17 07:00:00,23500,2015-01-17 07:40:00
28,23500,2015-01-17 07:40:00,23554,2015-01-17 08:34:00,23554,2015-01-17 08:34:00,23623,2015-01-17 09:43:00,23623,2015-01-17 09:43:00,23662,2015-01-17 10:22:00
29,23662,2015-01-17 10:22:00,23716,2015-01-17 11:16:00,23716,2015-01-17 11:16:00,23785,2015-01-17 12:25:00,23785,2015-01-17 12:25:00,23824,2015-01-17 13:04:00
30,23824,2015-01-17 13:04:00,23878,2015-01-17 13:58:00,23878,2015-01-17 13:58:00,23947,2015-01-17 15:07:00,23947,2015-01-17 15:07:00,23986,2015-01-17 15:46:00
31,23986,2015-01-17 15:46:00,24040,2015-01-17 16:40:00,24040,2015-01-17 16:40:00,24109,2015-01-17 17:49:00,24109,2015-01-17 17:49:00,24148,2015-01-17 18:28:00
32,70484,2015-02-18 22:44:00,70543,2015-02-18 23:43:00,70543,2015-02-18 23:43:00,70578,2015-02-19 00:18:00,70578,2015-02-19 00:18:00,70622,2015-02-19 01:02:00
33,70622,2015-02-19 01:02:00,70680,2015-02-19 02:00:00,70680,2015-02-19 02:00:00,70714,2015-02-19 02:34:00,70714,2015-02-19 02:34:00,70758,2015-02-19 03:18:00
34,70758,2015-02-19 03:18:00,70816,2015-02-19 04:16:00,70816,2015-02-19 04:16:00,70851,2015-02-19 04:51:00,70851,2015-02-19 04:51:00,70895,2015-02-19 05:35:00
35,70895,2015-02-19 05:35:00,70954,2015-02-19 06:34:00,70954,2015-02-19 06:34:00,70989,2015-02-19 07:09:00,70989,2015-02-19 07:09:00,71033,2015-02-19 07:53:00
36,71033,2015-02-19 07:53:00,71092,2015-02-19 08:52:00,71092,2015-02-19 08:52:00,71127,2015-02-19 09:27:00,71127,2015-02-19 09:27:00,71171,2015-02-19 10:11:00
37,71171,2015-02-19 10:11:00,71230,2015-02-19 11:10:00,71230,2015-02-19 11:10:00,71264,2015-02-19 11:44:00,71264,2015-02-19 11:44:00,71309,2015-02-19 12:29:00
38,71309,2015-02-19 12:29:00,71367,2015-02-19 13:27:00,71367,2015-02-19 13:27:00,71401,2015-02-19 14:01:00,71401,2015-02-19 14:01:00,71445,2015-02-19 14:45:00
39,71445,2015-02-19 14:45:00,71504,2015-02-19 15:44:00,71504,2015-02-19 15:44:00,71538,2015-02-19 16:18:00,71538,2015-02-19 16:18:00,71582,2015-02-19 17:02:00
40,71582,2015-02-19 17:02:00,71641,2015-02-19 18:01:00,71641,2015-02-19 18:01:00,71676,2015-02-19 18:36:00,71676,2015-02-19 18:36:00,71720,2015-02-19 19:20:00
41,77483,2015-02-23 19:23:00,77540,2015-02-23 20:20:00,77540,2015-02-23 20:20:00,77630,2015-02-23 21:50:00,77630,2015-02-23 21:50:00,77674,2015-02-23 22:34:00
42,77674,2015-02-23 22:34:00,77731,2015-02-23 23:31:00,77731,2015-02-23 23:31:00,77821,2015-02-24 01:01:00,77821,2015-02-24 01:01:00,77865,2015-02-24 01:45:00
43,77865,2015-02-24 01:45:00,77922,2015-02-24 02:42:00,77922,2015-02-24 02:42:00,78013,2015-02-24 04:13:00,78013,2015-02-24 04:13:00,78057,2015-02-24 04:57:00
