,0,1,2,3,4,5,6,7,8,9,10,11
0,45,2020-01-01 00:45:00,94,2020-01-01 01:34:00,94,2020-01-01 01:34:00,119,2020-01-01 01:59:00,119,2020-01-01 01:59:00,180,2020-01-01 03:00:00
1,180,2020-01-01 03:00:00,229,2020-01-01 03:49:00,229,2020-01-01 03:49:00,255,2020-01-01 04:15:00,255,2020-01-01 04:15:00,310,2020-01-01 05:10:00
2,310,2020-01-01 05:10:00,363,2020-01-01 06:03:00,363,2020-01-01 06:03:00,390,2020-01-01 06:30:00,390,2020-01-01 06:30:00,460,2020-01-01 07:40:00
3,460,2020-01-01 07:40:00,513,2020-01-01 08:33:00,513,2020-01-01 08:33:00,580,2020-01-01 09:40:00,580,2020-01-01 09:40:00,690,2020-01-01 11:30:00
4,690,2020-01-01 11:30:00,746,2020-01-01 12:26:00,746,2020-01-01 12:26:00,776,2020-01-01 12:56:00,776,2020-01-01 12:56:00,830,2020-01-01 13:50:00
5,830,2020-01-01 13:50:00,889,2020-01-01 14:49:00,889,2020-01-01 14:49:00,920,2020-01-01 15:20:00,920,2020-01-01 15:20:00,965,2020-01-01 16:05:00
6,965,2020-01-01 16:05:00,1020,2020-01-01 17:00:00,1020,2020-01-01 17:00:00,1049,2020-01-01 17:29:00,1049,2020-01-01 17:29:00,1110,2020-01-01 18:30:00
7,1110,2020-01-01 18:30:00,1166,2020-01-01 19:26:00,1166,2020-01-01 19:26:00,1195,2020-01-01 19:55:00,1195,2020-01-01 19:55:00,1260,2020-01-01 21:00:00
8,1260,2020-01-01 21:00:00,1317,2020-01-01 21:57:00,1317,2020-01-01 21:57:00,1392,2020-01-01 23:12:00,1392,2020-01-01 23:12:00,1485,2020-01-02 00:45:00
9,1485,2020-01-02 00:45:00,1545,2020-01-02 01:45:00,1545,2020-01-02 01:45:00,1576,2020-01-02 02:16:00,1576,2020-01-02 02:16:00,1620,2020-01-02 03:00:00
10,1620,2020-01-02 03:00:00,1680,2020-01-02 04:00:00,1680,2020-01-02 04:00:00,1711,2020-01-02 04:31:00,1711,2020-01-02 04:31:00,1750,2020-01-02 05:10:00
11,1750,2020-01-02 05:10:00,1812,2020-01-02 06:12:00,1812,2020-01-02 06:12:00,1843,2020-01-02 06:43:00,1843,2020-01-02 06:43:00,1900,2020-01-02 07:40:00
12,1900,2020-01-02 07:40:00,1960,2020-01-02 08:40:00,1960,2020-01-02 08:40:00,2042,2020-01-02 10:02:00,2042,2020-01-02 10:02:00,2130,2020-01-02 11:30:00
13,2130,2020-01-02 11:30:00,2191,2020-01-02 12:31:00,2191,2020-01-02 12:31:00,2223,2020-01-02 13:03:00,2223,2020-01-02 13:03:00,2270,2020-01-02 13:50:00
14,2270,2020-01-02 13:50:00,2329,2020-01-02 14:49:00,2329,2020-01-02 14:49:00,2360,2020-01-02 15:20:00,2360,2020-01-02 15:20:00,2405,2020-01-02 16:05:00
15,2405,2020-01-02 16:05:00,2468,2020-01-02 17:08:00,2468,2020-01-02 17:08:00,2500,2020-01-02 17:40:00,2500,2020-01-02 17:40:00,2550,2020-01-02 18:30:00
16,2550,2020-01-02 18:30:00,2613,2020-01-02 19:33:00,2613,2020-01-02 19:33:00,2646,2020-01-02 20:06:00,2646,2020-01-02 20:06:00,2700,2020-01-02 21:00:00
17,2700,2020-01-02 21:00:00,2764,2020-01-02 22:04:00,2764,2020-01-02 22:04:00,2852,2020-01-02 23:32:00,2852,2020-01-02 23:32:00,2925,2020-01-03 00:45:00
18,2925,2020-01-03 00:45:00,2989,2020-01-03 01:49:00,2989,2020-01-03 01:49:00,3023,2020-01-03 02:23:00,3023,2020-01-03 02:23:00,3060,2020-01-03 03:00:00
19,3060,2020-01-03 03:00:00,3124,2020-01-03 04:04:00,3124,2020-01-03 04:04:00,3158,2020-01-03 04:38:00,3158,2020-01-03 04:38:00,3190,2020-01-03 05:10:00
20,3190,2020-01-03 05:10:00,3254,2020-01-03 06:14:00,3254,2020-01-03 06:14:00,3287,2020-01-03 06:47:00,3287,2020-01-03 06:47:00,3340,2020-01-03 07:40:00
21,3340,2020-01-03 07:40:00,3404,2020-01-03 08:44:00,3404,2020-01-03 08:44:00,3493,2020-01-03 10:13:00,3493,2020-01-03 10:13:00,3570,2020-01-03 11:30:00
