,0,1,2,3,4,5,6,7,8,9,10,11
0,224,2016-01-01 03:44:00,286,2016-01-01 04:46:00,286,2016-01-01 04:46:00,318,2016-01-01 05:18:00,318,2016-01-01 05:18:00,364,2016-01-01 06:04:00
1,364,2016-01-01 06:04:00,426,2016-01-01 07:06:00,426,2016-01-01 07:06:00,458,2016-01-01 07:38:00,458,2016-01-01 07:38:00,499,2016-01-01 08:19:00
2,499,2016-01-01 08:19:00,561,2016-01-01 09:21:00,561,2016-01-01 09:21:00,593,2016-01-01 09:53:00,593,2016-01-01 09:53:00,644,2016-01-01 10:44:00
3,644,2016-01-01 10:44:00,706,2016-01-01 11:46:00,706,2016-01-01 11:46:00,738,2016-01-01 12:18:00,738,2016-01-01 12:18:00,794,2016-01-01 13:14:00
4,794,2016-01-01 13:14:00,856,2016-01-01 14:16:00,856,2016-01-01 14:16:00,944,2016-01-01 15:44:00,944,2016-01-01 15:44:00,1019,2016-01-01 16:59:00
5,1019,2016-01-01 16:59:00,1081,2016-01-01 18:01:00,1081,2016-01-01 18:01:00,1113,2016-01-01 18:33:00,1113,2016-01-01 18:33:00,1154,2016-01-01 19:14:00
6,1154,2016-01-01 19:14:00,1216,2016-01-01 20:16:00,1216,2016-01-01 20:16:00,1248,2016-01-01 20:48:00,1248,2016-01-01 20:48:00,1284,2016-01-01 21:24:00
7,1284,2016-01-01 21:24:00,1346,2016-01-01 22:26:00,1346,2016-01-01 22:26:00,1378,2016-01-01 22:58:00,1378,2016-01-01 22:58:00,1435,2016-01-01 23:55:00
8,1435,2016-01-01 23:55:00,1497,2016-01-02 00:57:00,1497,2016-01-02 00:57:00,1585,2016-01-02 02:25:00,1585,2016-01-02 02:25:00,1664,2016-01-02 03:44:00
9,1664,2016-01-02 03:44:00,1726,2016-01-02 04:46:00,1726,2016-01-02 04:46:00,1758,2016-01-02 05:18:00,1758,2016-01-02 05:18:00,1804,2016-01-02 06:04:00
10,1804,2016-01-02 06:04:00,1866,2016-01-02 07:06:00,1866,2016-01-02 07:06:00,1898,2016-01-02 07:38:00,1898,2016-01-02 07:38:00,1939,2016-01-02 08:19:00
11,1939,2016-01-02 08:19:00,2001,2016-01-02 09:21:00,2001,2016-01-02 09:21:00,2033,2016-01-02 09:53:00,2033,2016-01-02 09:53:00,2084,2016-01-02 10:44:00
12,2084,2016-01-02 10:44:00,2146,2016-01-02 11:46:00,2146,2016-01-02 11:46:00,2179,2016-01-02 12:19:00,2179,2016-01-02 12:19:00,2235,2016-01-02 13:15:00
13,2235,2016-01-02 13:15:00,2296,2016-01-02 14:16:00,2296,2016-01-02 14:16:00,2384,2016-01-02 15:44:00,2384,2016-01-02 15:44:00,2460,2016-01-02 17:00:00
14,2460,2016-01-02 17:00:00,2521,2016-01-02 18:01:00,2521,2016-01-02 18:01:00,2553,2016-01-02 18:33:00,2553,2016-01-02 18:33:00,2594,2016-01-02 19:14:00
15,2594,2016-01-02 19:14:00,2656,2016-01-02 20:16:00,2656,2016-01-02 20:16:00,2688,2016-01-02 20:48:00,2688,2016-01-02 20:48:00,2724,2016-01-02 21:24:00
16,2724,2016-01-02 21:24:00,2786,2016-01-02 22:26:00,2786,2016-01-02 22:26:00,2818,2016-01-02 22:58:00,2818,2016-01-02 22:58:00,2874,2016-01-02 23:54:00
17,2874,2016-01-02 23:54:00,2936,2016-01-03 00:56:00,2936,2016-01-03 00:56:00,3024,2016-01-03 02:24:00,3024,2016-01-03 02:24:00,3104,2016-01-03 03:44:00
18,3104,2016-01-03 03:44:00,3167,2016-01-03 04:47:00,3167,2016-01-03 04:47:00,3199,2016-01-03 05:19:00,3199,2016-01-03 05:19:00,3244,2016-01-03 06:04:00
19,3244,2016-01-03 06:04:00,3306,2016-01-03 07:06:00,3306,2016-01-03 07:06:00,3338,2016-01-03 07:38:00,3338,2016-01-03 07:38:00,3379,2016-01-03 08:19:00
20,3379,2016-01-03 08:19:00,3441,2016-01-03 09:21:00,3441,2016-01-03 09:21:00,3473,2016-01-03 09:53:00,3473,2016-01-03 09:53:00,3524,2016-01-03 10:44:00
21,3524,2016-01-03 10:44:00,3586,2016-01-03 11:46:00,3586,2016-01-03 11:46:00,3618,2016-01-03 12:18:00,3618,2016-01-03 12:18:00,3674,2016-01-03 13:14:00
22,3674,2016-01-03 13:14:00,3736,2016-01-03 14:16:00,3736,2016-01-03 14:16:00,3824,2016-01-03 15:44:00,3824,2016-01-03 15:44:00,3899,2016-01-03 16:59:00
23,3899,2016-01-03 16:59:00,3961,2016-01-03 18:01:00,3961,2016-01-03 18:01:00,3993,2016-01-03 18:33:00,3993,2016-01-03 18:33:00,4034,2016-01-03 19:14:00
24,4034,2016-01-03 19:14:00,4096,2016-01-03 20:16:00,4096,2016-01-03 20:16:00,4128,2016-01-03 20:48:00,4128,2016-01-03 20:48:00,4164,2016-01-03 21:24:00
25,4164,2016-01-03 21:24:00,4226,2016-01-03 22:26:00,4226,2016-01-03 22:26:00,4258,2016-01-03 22:58:00,4258,2016-01-03 22:58:00,4314,2016-01-03 23:54:00
26,4314,2016-01-03 23:54:00,4376,2016-01-04 00:56:00,4376,2016-01-04 00:56:00,4464,2016-01-04 02:24:00,4464,2016-01-04 02:24:00,4544,2016-01-04 03:44:00
27,4544,2016-01-04 03:44:00,4607,2016-01-04 04:47:00,4607,2016-01-04 04:47:00,4639,2016-01-04 05:19:00,4639,2016-01-04 05:19:00,4684,2016-01-04 06:04:00
28,4684,2016-01-04 06:04:00,4746,2016-01-04 07:06:00,4746,2016-01-04 07:06:00,4778,2016-01-04 07:38:00,4778,2016-01-04 07:38:00,4819,2016-01-04 08:19:00
29,4819,2016-01-04 08:19:00,4881,2016-01-04 09:21:00,4881,2016-01-04 09:21:00,4913,2016-01-04 09:53:00,4913,2016-01-04 09:53:00,4964,2016-01-04 10:44:00
30,4964,2016-01-04 10:44:00,5026,2016-01-04 11:46:00,5026,2016-01-04 11:46:00,5058,2016-01-04 12:18:00,5058,2016-01-04 12:18:00,5114,2016-01-04 13:14:00
31,5114,2016-01-04 13:14:00,5176,2016-01-04 14:16:00,5176,2016-01-04 14:16:00,5264,2016-01-04 15:44:00,5264,2016-01-04 15:44:00,5339,2016-01-04 16:59:00
32,5339,2016-01-04 16:59:00,5401,2016-01-04 18:01:00,5401,2016-01-04 18:01:00,5433,2016-01-04 18:33:00,5433,2016-01-04 18:33:00,5474,2016-01-04 19:14:00
33,5474,2016-01-04 19:14:00,5536,2016-01-04 20:16:00,5536,2016-01-04 20:16:00,5569,2016-01-04 20:49:00,5569,2016-01-04 20:49:00,5604,2016-01-04 21:24:00
34,5604,2016-01-04 21:24:00,5666,2016-01-04 22:26:00,5666,2016-01-04 22:26:00,5698,2016-01-04 22:58:00,5698,2016-01-04 22:58:00,5754,2016-01-04 23:54:00
35,5754,2016-01-04 23:54:00,5816,2016-01-05 00:56:00,5816,2016-01-05 00:56:00,5904,2016-01-05 02:24:00,5904,2016-01-05 02:24:00,5984,2016-01-05 03:44:00
36,5984,2016-01-05 03:44:00,6042,2016-01-05 04:42:00,6042,2016-01-05 04:42:00,6072,2016-01-05 05:12:00,6072,2016-01-05 05:12:00,6124,2016-01-05 06:04:00
37,6124,2016-01-05 06:04:00,6186,2016-01-05 07:06:00,6186,2016-01-05 07:06:00,6218,2016-01-05 07:38:00,6218,2016-01-05 07:38:00,6259,2016-01-05 08:19:00
38,6259,2016-01-05 08:19:00,6321,2016-01-05 09:21:00,6321,2016-01-05 09:21:00,6353,2016-01-05 09:53:00,6353,2016-01-05 09:53:00,6404,2016-01-05 10:44:00
39,6404,2016-01-05 10:44:00,6464,2016-01-05 11:44:00,6464,2016-01-05 11:44:00,6494,2016-01-05 12:14:00,6494,2016-01-05 12:14:00,6554,2016-01-05 13:14:00
40,6554,2016-01-05 13:14:00,6615,2016-01-05 14:15:00,6615,2016-01-05 14:15:00,6697,2016-01-05 15:37:00,6697,2016-01-05 15:37:00,6779,2016-01-05 16:59:00
41,6779,2016-01-05 16:59:00,6839,2016-01-05 17:59:00,6839,2016-01-05 17:59:00,6869,2016-01-05 18:29:00,6869,2016-01-05 18:29:00,6914,2016-01-05 19:14:00
42,6914,2016-01-05 19:14:00,6976,2016-01-05 20:16:00,6976,2016-01-05 20:16:00,7008,2016-01-05 20:48:00,7008,2016-01-05 20:48:00,7044,2016-01-05 21:24:00
43,7044,2016-01-05 21:24:00,7105,2016-01-05 22:25:00,7105,2016-01-05 22:25:00,7136,2016-01-05 22:56:00,7136,2016-01-05 22:56:00,7194,2016-01-05 23:54:00
44,7194,2016-01-05 23:54:00,7252,2016-01-06 00:52:00,7252,2016-01-06 00:52:00,7332,2016-01-06 02:12:00,7332,2016-01-06 02:12:00,7424,2016-01-06 03:44:00
45,7424,2016-01-06 03:44:00,7486,2016-01-06 04:46:00,7486,2016-01-06 04:46:00,7518,2016-01-06 05:18:00,7518,2016-01-06 05:18:00,7564,2016-01-06 06:04:00
46,7564,2016-01-06 06:04:00,7626,2016-01-06 07:06:00,7626,2016-01-06 07:06:00,7658,2016-01-06 07:38:00,7658,2016-01-06 07:38:00,7699,2016-01-06 08:19:00
