,0,1,2,3,4,5,6,7,8,9,10,11
0,283228,2015-07-16 16:28:00,283286,2015-07-16 17:26:00,283286,2015-07-16 17:26:00,283379,2015-07-16 18:59:00,283379,2015-07-16 18:59:00,283480,2015-07-16 20:40:00
1,293209,2015-07-23 14:49:00,293238,2015-07-23 15:18:00,293238,2015-07-23 15:18:00,293274,2015-07-23 15:54:00,293274,2015-07-23 15:54:00,293343,2015-07-23 17:03:00
2,299138,2015-07-27 17:38:00,299167,2015-07-27 18:07:00,299167,2015-07-27 18:07:00,299203,2015-07-27 18:43:00,299203,2015-07-27 18:43:00,299268,2015-07-27 19:48:00
3,299268,2015-07-27 19:48:00,299297,2015-07-27 20:17:00,299297,2015-07-27 20:17:00,299332,2015-07-27 20:52:00,299332,2015-07-27 20:52:00,299333,2015-07-27 20:53:00
4,300547,2015-07-28 17:07:00,300578,2015-07-28 17:38:00,300578,2015-07-28 17:38:00,300617,2015-07-28 18:17:00,300617,2015-07-28 18:17:00,300687,2015-07-28 19:27:00
5,310346,2015-08-04 12:26:00,310409,2015-08-04 13:29:00,310409,2015-08-04 13:29:00,310512,2015-08-04 15:12:00,310512,2015-08-04 15:12:00,310599,2015-08-04 16:39:00
6,333683,2015-08-20 17:23:00,333742,2015-08-20 18:22:00,333742,2015-08-20 18:22:00,333771,2015-08-20 18:51:00,333771,2015-08-20 18:51:00,333884,2015-08-20 20:44:00
7,333884,2015-08-20 20:44:00,333890,2015-08-20 20:50:00,333890,2015-08-20 20:50:00,333898,2015-08-20 20:58:00,333898,2015-08-20 20:58:00,333911,2015-08-20 21:11:00
8,335137,2015-08-21 17:37:00,335157,2015-08-21 17:57:00,335157,2015-08-21 17:57:00,335187,2015-08-21 18:27:00,335187,2015-08-21 18:27:00,335267,2015-08-21 19:47:00
9,343857,2015-08-27 18:57:00,343916,2015-08-27 19:56:00,343916,2015-08-27 19:56:00,344013,2015-08-27 21:33:00,344013,2015-08-27 21:33:00,344016,2015-08-27 21:36:00
10,353861,2015-09-03 17:41:00,353919,2015-09-03 18:39:00,353919,2015-09-03 18:39:00,354016,2015-09-03 20:16:00,354016,2015-09-03 20:16:00,354020,2015-09-03 20:20:00
11,405523,2015-10-09 14:43:00,405576,2015-10-09 15:36:00,405576,2015-10-09 15:36:00,405659,2015-10-09 16:59:00,405659,2015-10-09 16:59:00,405735,2015-10-09 18:15:00
12,405735,2015-10-09 18:15:00,405788,2015-10-09 19:08:00,405788,2015-10-09 19:08:00,405815,2015-10-09 19:35:00,405815,2015-10-09 19:35:00,405865,2015-10-09 20:25:00
13,405865,2015-10-09 20:25:00,405918,2015-10-09 21:18:00,405918,2015-10-09 21:18:00,405945,2015-10-09 21:45:00,405945,2015-10-09 21:45:00,406015,2015-10-09 22:55:00
14,407161,2015-10-10 18:01:00,407182,2015-10-10 18:22:00,407182,2015-10-10 18:22:00,407229,2015-10-10 19:09:00,407229,2015-10-10 19:09:00,407305,2015-10-10 20:25:00
15,407305,2015-10-10 20:25:00,407358,2015-10-10 21:18:00,407358,2015-10-10 21:18:00,407385,2015-10-10 21:45:00,407385,2015-10-10 21:45:00,407455,2015-10-10 22:55:00
16,407685,2015-10-11 02:45:00,407738,2015-10-11 03:38:00,407738,2015-10-11 03:38:00,407765,2015-10-11 04:05:00,407765,2015-10-11 04:05:00,407825,2015-10-11 05:05:00
17,407825,2015-10-11 05:05:00,407878,2015-10-11 05:58:00,407878,2015-10-11 05:58:00,407905,2015-10-11 06:25:00,407905,2015-10-11 06:25:00,407960,2015-10-11 07:20:00
18,407960,2015-10-11 07:20:00,408013,2015-10-11 08:13:00,408013,2015-10-11 08:13:00,408040,2015-10-11 08:40:00,408040,2015-10-11 08:40:00,408105,2015-10-11 09:45:00
19,408105,2015-10-11 09:45:00,408158,2015-10-11 10:38:00,408158,2015-10-11 10:38:00,408185,2015-10-11 11:05:00,408185,2015-10-11 11:05:00,408255,2015-10-11 12:15:00
20,408480,2015-10-11 16:00:00,408533,2015-10-11 16:53:00,408533,2015-10-11 16:53:00,408560,2015-10-11 17:20:00,408560,2015-10-11 17:20:00,408615,2015-10-11 18:15:00
21,408615,2015-10-11 18:15:00,408668,2015-10-11 19:08:00,408668,2015-10-11 19:08:00,408695,2015-10-11 19:35:00,408695,2015-10-11 19:35:00,408745,2015-10-11 20:25:00
22,408745,2015-10-11 20:25:00,408798,2015-10-11 21:18:00,408798,2015-10-11 21:18:00,408826,2015-10-11 21:46:00,408826,2015-10-11 21:46:00,408895,2015-10-11 22:55:00
23,409125,2015-10-12 02:45:00,409178,2015-10-12 03:38:00,409178,2015-10-12 03:38:00,409205,2015-10-12 04:05:00,409205,2015-10-12 04:05:00,409265,2015-10-12 05:05:00
24,409265,2015-10-12 05:05:00,409318,2015-10-12 05:58:00,409318,2015-10-12 05:58:00,409345,2015-10-12 06:25:00,409345,2015-10-12 06:25:00,409400,2015-10-12 07:20:00
25,409400,2015-10-12 07:20:00,409453,2015-10-12 08:13:00,409453,2015-10-12 08:13:00,409480,2015-10-12 08:40:00,409480,2015-10-12 08:40:00,409545,2015-10-12 09:45:00
26,409545,2015-10-12 09:45:00,409598,2015-10-12 10:38:00,409598,2015-10-12 10:38:00,409625,2015-10-12 11:05:00,409625,2015-10-12 11:05:00,409695,2015-10-12 12:15:00
27,409920,2015-10-12 16:00:00,409973,2015-10-12 16:53:00,409973,2015-10-12 16:53:00,410000,2015-10-12 17:20:00,410000,2015-10-12 17:20:00,410055,2015-10-12 18:15:00
28,410055,2015-10-12 18:15:00,410108,2015-10-12 19:08:00,410108,2015-10-12 19:08:00,410135,2015-10-12 19:35:00,410135,2015-10-12 19:35:00,410185,2015-10-12 20:25:00
29,410185,2015-10-12 20:25:00,410238,2015-10-12 21:18:00,410238,2015-10-12 21:18:00,410266,2015-10-12 21:46:00,410266,2015-10-12 21:46:00,410335,2015-10-12 22:55:00
