,0,1,2,3,4,5,6,7,8,9,10,11
0,309486,2020-08-02 22:06:00,309548,2020-08-02 23:08:00,309548,2020-08-02 23:08:00,309585,2020-08-02 23:45:00,309585,2020-08-02 23:45:00,309589,2020-08-02 23:49:00
1,309589,2020-08-02 23:49:00,309651,2020-08-03 00:51:00,309651,2020-08-03 00:51:00,309688,2020-08-03 01:28:00,309688,2020-08-03 01:28:00,309692,2020-08-03 01:32:00
2,310437,2020-08-03 13:57:00,310499,2020-08-03 14:59:00,310499,2020-08-03 14:59:00,310535,2020-08-03 15:35:00,310535,2020-08-03 15:35:00,310540,2020-08-03 15:40:00
3,310540,2020-08-03 15:40:00,310602,2020-08-03 16:42:00,310602,2020-08-03 16:42:00,310638,2020-08-03 17:18:00,310638,2020-08-03 17:18:00,310642,2020-08-03 17:22:00
4,310642,2020-08-03 17:22:00,310705,2020-08-03 18:25:00,310705,2020-08-03 18:25:00,310741,2020-08-03 19:01:00,310741,2020-08-03 19:01:00,310745,2020-08-03 19:05:00
5,310745,2020-08-03 19:05:00,310808,2020-08-03 20:08:00,310808,2020-08-03 20:08:00,310844,2020-08-03 20:44:00,310844,2020-08-03 20:44:00,310848,2020-08-03 20:48:00
6,310848,2020-08-03 20:48:00,310911,2020-08-03 21:51:00,310911,2020-08-03 21:51:00,310947,2020-08-03 22:27:00,310947,2020-08-03 22:27:00,310951,2020-08-03 22:31:00
7,311331,2020-08-04 04:51:00,311401,2020-08-04 06:01:00,311401,2020-08-04 06:01:00,311437,2020-08-04 06:37:00,311437,2020-08-04 06:37:00,311481,2020-08-04 07:21:00
8,311481,2020-08-04 07:21:00,311551,2020-08-04 08:31:00,311551,2020-08-04 08:31:00,311633,2020-08-04 09:53:00,311633,2020-08-04 09:53:00,311711,2020-08-04 11:11:00
9,311711,2020-08-04 11:11:00,311781,2020-08-04 12:21:00,311781,2020-08-04 12:21:00,311816,2020-08-04 12:56:00,311816,2020-08-04 12:56:00,311851,2020-08-04 13:31:00
10,311851,2020-08-04 13:31:00,311920,2020-08-04 14:40:00,311920,2020-08-04 14:40:00,311956,2020-08-04 15:16:00,311956,2020-08-04 15:16:00,311986,2020-08-04 15:46:00
