,0,1,2,3,4,5,6,7,8,9,10,11
0,26,2019-01-01 00:26:00,96,2019-01-01 01:36:00,96,2019-01-01 01:36:00,132,2019-01-01 02:12:00,132,2019-01-01 02:12:00,161,2019-01-01 02:41:00
1,161,2019-01-01 02:41:00,231,2019-01-01 03:51:00,231,2019-01-01 03:51:00,267,2019-01-01 04:27:00,267,2019-01-01 04:27:00,291,2019-01-01 04:51:00
2,291,2019-01-01 04:51:00,361,2019-01-01 06:01:00,361,2019-01-01 06:01:00,397,2019-01-01 06:37:00,397,2019-01-01 06:37:00,441,2019-01-01 07:21:00
3,441,2019-01-01 07:21:00,511,2019-01-01 08:31:00,511,2019-01-01 08:31:00,612,2019-01-01 10:12:00,612,2019-01-01 10:12:00,671,2019-01-01 11:11:00
4,671,2019-01-01 11:11:00,741,2019-01-01 12:21:00,741,2019-01-01 12:21:00,777,2019-01-01 12:57:00,777,2019-01-01 12:57:00,811,2019-01-01 13:31:00
5,811,2019-01-01 13:31:00,881,2019-01-01 14:41:00,881,2019-01-01 14:41:00,917,2019-01-01 15:17:00,917,2019-01-01 15:17:00,946,2019-01-01 15:46:00
6,946,2019-01-01 15:46:00,1016,2019-01-01 16:56:00,1016,2019-01-01 16:56:00,1052,2019-01-01 17:32:00,1052,2019-01-01 17:32:00,1091,2019-01-01 18:11:00
7,1091,2019-01-01 18:11:00,1161,2019-01-01 19:21:00,1161,2019-01-01 19:21:00,1197,2019-01-01 19:57:00,1197,2019-01-01 19:57:00,1241,2019-01-01 20:41:00
8,1241,2019-01-01 20:41:00,1311,2019-01-01 21:51:00,1311,2019-01-01 21:51:00,1412,2019-01-01 23:32:00,1412,2019-01-01 23:32:00,1466,2019-01-02 00:26:00
9,1466,2019-01-02 00:26:00,1536,2019-01-02 01:36:00,1536,2019-01-02 01:36:00,1572,2019-01-02 02:12:00,1572,2019-01-02 02:12:00,1601,2019-01-02 02:41:00
10,1601,2019-01-02 02:41:00,1671,2019-01-02 03:51:00,1671,2019-01-02 03:51:00,1707,2019-01-02 04:27:00,1707,2019-01-02 04:27:00,1731,2019-01-02 04:51:00
11,1731,2019-01-02 04:51:00,1801,2019-01-02 06:01:00,1801,2019-01-02 06:01:00,1837,2019-01-02 06:37:00,1837,2019-01-02 06:37:00,1881,2019-01-02 07:21:00
12,1881,2019-01-02 07:21:00,1951,2019-01-02 08:31:00,1951,2019-01-02 08:31:00,2052,2019-01-02 10:12:00,2052,2019-01-02 10:12:00,2111,2019-01-02 11:11:00
13,2111,2019-01-02 11:11:00,2181,2019-01-02 12:21:00,2181,2019-01-02 12:21:00,2217,2019-01-02 12:57:00,2217,2019-01-02 12:57:00,2251,2019-01-02 13:31:00
14,2251,2019-01-02 13:31:00,2321,2019-01-02 14:41:00,2321,2019-01-02 14:41:00,2357,2019-01-02 15:17:00,2357,2019-01-02 15:17:00,2386,2019-01-02 15:46:00
15,2386,2019-01-02 15:46:00,2456,2019-01-02 16:56:00,2456,2019-01-02 16:56:00,2492,2019-01-02 17:32:00,2492,2019-01-02 17:32:00,2531,2019-01-02 18:11:00
16,2531,2019-01-02 18:11:00,2601,2019-01-02 19:21:00,2601,2019-01-02 19:21:00,2637,2019-01-02 19:57:00,2637,2019-01-02 19:57:00,2681,2019-01-02 20:41:00
17,2681,2019-01-02 20:41:00,2751,2019-01-02 21:51:00,2751,2019-01-02 21:51:00,2852,2019-01-02 23:32:00,2852,2019-01-02 23:32:00,2906,2019-01-03 00:26:00
18,2906,2019-01-03 00:26:00,2975,2019-01-03 01:35:00,2975,2019-01-03 01:35:00,3010,2019-01-03 02:10:00,3010,2019-01-03 02:10:00,3041,2019-01-03 02:41:00
19,3041,2019-01-03 02:41:00,3110,2019-01-03 03:50:00,3110,2019-01-03 03:50:00,3145,2019-01-03 04:25:00,3145,2019-01-03 04:25:00,3171,2019-01-03 04:51:00
20,3171,2019-01-03 04:51:00,3241,2019-01-03 06:01:00,3241,2019-01-03 06:01:00,3277,2019-01-03 06:37:00,3277,2019-01-03 06:37:00,3321,2019-01-03 07:21:00
21,3321,2019-01-03 07:21:00,3391,2019-01-03 08:31:00,3391,2019-01-03 08:31:00,3492,2019-01-03 10:12:00,3492,2019-01-03 10:12:00,3551,2019-01-03 11:11:00
22,3551,2019-01-03 11:11:00,3619,2019-01-03 12:19:00,3619,2019-01-03 12:19:00,3654,2019-01-03 12:54:00,3654,2019-01-03 12:54:00,3691,2019-01-03 13:31:00
23,3691,2019-01-03 13:31:00,3759,2019-01-03 14:39:00,3759,2019-01-03 14:39:00,3794,2019-01-03 15:14:00,3794,2019-01-03 15:14:00,3826,2019-01-03 15:46:00
24,3826,2019-01-03 15:46:00,3893,2019-01-03 16:53:00,3893,2019-01-03 16:53:00,3928,2019-01-03 17:28:00,3928,2019-01-03 17:28:00,3971,2019-01-03 18:11:00
25,3971,2019-01-03 18:11:00,4038,2019-01-03 19:18:00,4038,2019-01-03 19:18:00,4073,2019-01-03 19:53:00,4073,2019-01-03 19:53:00,4121,2019-01-03 20:41:00
26,4121,2019-01-03 20:41:00,4186,2019-01-03 21:46:00,4186,2019-01-03 21:46:00,4274,2019-01-03 23:14:00,4274,2019-01-03 23:14:00,4346,2019-01-04 00:26:00
27,4346,2019-01-04 00:26:00,4408,2019-01-04 01:28:00,4408,2019-01-04 01:28:00,4440,2019-01-04 02:00:00,4440,2019-01-04 02:00:00,4481,2019-01-04 02:41:00
28,4481,2019-01-04 02:41:00,4546,2019-01-04 03:46:00,4546,2019-01-04 03:46:00,4580,2019-01-04 04:20:00,4580,2019-01-04 04:20:00,4611,2019-01-04 04:51:00
29,4611,2019-01-04 04:51:00,4674,2019-01-04 05:54:00,4674,2019-01-04 05:54:00,4707,2019-01-04 06:27:00,4707,2019-01-04 06:27:00,4761,2019-01-04 07:21:00
30,4761,2019-01-04 07:21:00,4826,2019-01-04 08:26:00,4826,2019-01-04 08:26:00,4921,2019-01-04 10:01:00,4921,2019-01-04 10:01:00,4991,2019-01-04 11:11:00
31,4991,2019-01-04 11:11:00,5053,2019-01-04 12:13:00,5053,2019-01-04 12:13:00,5085,2019-01-04 12:45:00,5085,2019-01-04 12:45:00,5131,2019-01-04 13:31:00
32,5131,2019-01-04 13:31:00,5195,2019-01-04 14:35:00,5195,2019-01-04 14:35:00,5227,2019-01-04 15:07:00,5227,2019-01-04 15:07:00,5266,2019-01-04 15:46:00
33,5266,2019-01-04 15:46:00,5325,2019-01-04 16:45:00,5325,2019-01-04 16:45:00,5355,2019-01-04 17:15:00,5355,2019-01-04 17:15:00,5411,2019-01-04 18:11:00
34,5411,2019-01-04 18:11:00,5471,2019-01-04 19:11:00,5471,2019-01-04 19:11:00,5501,2019-01-04 19:41:00,5501,2019-01-04 19:41:00,5561,2019-01-04 20:41:00
35,5561,2019-01-04 20:41:00,5627,2019-01-04 21:47:00,5627,2019-01-04 21:47:00,5721,2019-01-04 23:21:00,5721,2019-01-04 23:21:00,5786,2019-01-05 00:26:00
36,5786,2019-01-05 00:26:00,5853,2019-01-05 01:33:00,5853,2019-01-05 01:33:00,5887,2019-01-05 02:07:00,5887,2019-01-05 02:07:00,5921,2019-01-05 02:41:00
37,5921,2019-01-05 02:41:00,5987,2019-01-05 03:47:00,5987,2019-01-05 03:47:00,6021,2019-01-05 04:21:00,6021,2019-01-05 04:21:00,6051,2019-01-05 04:51:00
38,6051,2019-01-05 04:51:00,6121,2019-01-05 06:01:00,6121,2019-01-05 06:01:00,6156,2019-01-05 06:36:00,6156,2019-01-05 06:36:00,6201,2019-01-05 07:21:00
39,6201,2019-01-05 07:21:00,6268,2019-01-05 08:28:00,6268,2019-01-05 08:28:00,6362,2019-01-05 10:02:00,6362,2019-01-05 10:02:00,6431,2019-01-05 11:11:00
40,6431,2019-01-05 11:11:00,6501,2019-01-05 12:21:00,6501,2019-01-05 12:21:00,6536,2019-01-05 12:56:00,6536,2019-01-05 12:56:00,6571,2019-01-05 13:31:00
41,6571,2019-01-05 13:31:00,6641,2019-01-05 14:41:00,6641,2019-01-05 14:41:00,6677,2019-01-05 15:17:00,6677,2019-01-05 15:17:00,6706,2019-01-05 15:46:00
42,6706,2019-01-05 15:46:00,6776,2019-01-05 16:56:00,6776,2019-01-05 16:56:00,6812,2019-01-05 17:32:00,6812,2019-01-05 17:32:00,6851,2019-01-05 18:11:00
43,6851,2019-01-05 18:11:00,6921,2019-01-05 19:21:00,6921,2019-01-05 19:21:00,6957,2019-01-05 19:57:00,6957,2019-01-05 19:57:00,7001,2019-01-05 20:41:00
44,7001,2019-01-05 20:41:00,7071,2019-01-05 21:51:00,7071,2019-01-05 21:51:00,7172,2019-01-05 23:32:00,7172,2019-01-05 23:32:00,7226,2019-01-06 00:26:00
45,7226,2019-01-06 00:26:00,7296,2019-01-06 01:36:00,7296,2019-01-06 01:36:00,7331,2019-01-06 02:11:00,7331,2019-01-06 02:11:00,7361,2019-01-06 02:41:00
46,7361,2019-01-06 02:41:00,7427,2019-01-06 03:47:00,7427,2019-01-06 03:47:00,7461,2019-01-06 04:21:00,7461,2019-01-06 04:21:00,7491,2019-01-06 04:51:00
47,7491,2019-01-06 04:51:00,7558,2019-01-06 05:58:00,7558,2019-01-06 05:58:00,7593,2019-01-06 06:33:00,7593,2019-01-06 06:33:00,7641,2019-01-06 07:21:00
48,7641,2019-01-06 07:21:00,7711,2019-01-06 08:31:00,7711,2019-01-06 08:31:00,7812,2019-01-06 10:12:00,7812,2019-01-06 10:12:00,7871,2019-01-06 11:11:00
49,7871,2019-01-06 11:11:00,7940,2019-01-06 12:20:00,7940,2019-01-06 12:20:00,7975,2019-01-06 12:55:00,7975,2019-01-06 12:55:00,8011,2019-01-06 13:31:00
50,8011,2019-01-06 13:31:00,8080,2019-01-06 14:40:00,8080,2019-01-06 14:40:00,8115,2019-01-06 15:15:00,8115,2019-01-06 15:15:00,8146,2019-01-06 15:46:00
